title	type	url_slug	venue	date	location	talk_url	description
"Covariate Trawling, An All-Possible Models Technique for Determining Impact of Covariate Inclusion"	Talk	Cov_trawl	"New York Psychiatric Institute, Mental Health Data Science"	2023-10-23	"New York, NY"		
